row_number,model,seed,method,predictor,bucket_size,num_chains,dimension,repeat,method_seconds,monolithic_seconds_same_index,pairing_note
3,gaussian_process,0,bucketed,last_depth,64,128,3,3,1.464492790400982,1.012575015425682,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
3,gaussian_process,0,bucketed,last_depth,64,128,3,4,1.3727910742163658,1.0927319824695587,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
3,gaussian_process,0,bucketed,last_depth,64,128,3,5,1.4089227840304375,1.1541842445731163,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
3,gaussian_process,0,bucketed,last_depth,64,128,3,6,1.3672754392027855,1.0230106189846992,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
3,gaussian_process,0,bucketed,last_depth,64,128,3,7,1.3728830590844154,1.0938792899250984,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
3,gaussian_process,0,bucketed,last_depth,64,128,3,8,1.263184793293476,1.0243771597743034,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
3,gaussian_process,0,bucketed,last_depth,64,128,3,9,1.2665303274989128,1.0472275987267494,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
3,gaussian_process,0,bucketed,last_depth,64,128,3,10,1.3460264429450035,1.0544482320547104,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
3,gaussian_process,0,bucketed,last_depth,64,128,3,11,1.314262069761753,1.0377947390079498,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
3,gaussian_process,0,bucketed,last_depth,64,128,3,12,1.3578859567642212,0.98672104626894,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
3,gaussian_process,0,bucketed,last_depth,64,128,3,13,1.3330902233719826,1.0277208164334297,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
3,gaussian_process,0,bucketed,last_depth,64,128,3,14,1.2656613886356354,1.0386746749281883,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
3,gaussian_process,0,bucketed,last_depth,64,128,3,15,1.3046526238322258,1.0372570976614952,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
3,gaussian_process,0,bucketed,last_depth,64,128,3,16,1.3413940519094467,1.0394825786352158,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
3,gaussian_process,0,bucketed,last_depth,64,128,3,17,1.2862999513745308,1.0714431405067444,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
3,gaussian_process,0,bucketed,last_depth,64,128,3,18,1.2160805761814117,1.062656246125698,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
3,gaussian_process,0,bucketed,last_depth,64,128,3,19,1.2687302827835083,1.0656060501933098,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
