row_number,model,seed,method,predictor,bucket_size,num_chains,dimension,repeat,method_seconds,monolithic_seconds_same_index,pairing_note
17,eight_schools_centered,2,bucketed,history,64,512,10,11,1.8983496353030205,1.919852837920189,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
17,eight_schools_centered,2,bucketed,history,64,512,10,12,1.8825426921248436,1.9955989941954613,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
17,eight_schools_centered,2,bucketed,history,64,512,10,13,1.8469060733914375,1.9413076490163803,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
17,eight_schools_centered,2,bucketed,history,64,512,10,14,1.818293645977974,2.0145072638988495,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
17,eight_schools_centered,2,bucketed,history,64,512,10,15,1.8269204422831535,1.9337414875626564,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
17,eight_schools_centered,2,bucketed,history,64,512,10,16,1.8951127454638481,2.024673119187355,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
17,eight_schools_centered,2,bucketed,history,64,512,10,17,1.8316523432731628,1.9804896339774132,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
17,eight_schools_centered,2,bucketed,history,64,512,10,18,1.8756871670484543,2.0089253932237625,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
17,eight_schools_centered,2,bucketed,history,64,512,10,19,1.850999355316162,1.984504334628582,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
17,eight_schools_centered,2,bucketed,history,64,512,10,20,1.8387336879968643,2.3448347449302673,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
17,eight_schools_centered,2,bucketed,history,64,512,10,21,1.9702077209949493,2.141814850270748,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
17,eight_schools_centered,2,bucketed,history,64,512,10,22,1.9104660898447037,1.8889077678322792,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
17,eight_schools_centered,2,bucketed,history,64,512,10,23,1.873623639345169,1.952539972960949,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
17,eight_schools_centered,2,bucketed,history,64,512,10,24,2.048570491373539,1.8514780476689339,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
17,eight_schools_centered,2,bucketed,history,64,512,10,25,1.9807768911123276,1.9409692585468292,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
17,eight_schools_centered,2,bucketed,history,64,512,10,26,1.968830369412899,1.927035003900528,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
17,eight_schools_centered,2,bucketed,history,64,512,10,27,1.865048885345459,1.9740000218153,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
17,eight_schools_centered,2,bucketed,history,64,512,10,28,1.8756904378533363,1.875505581498146,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
17,eight_schools_centered,2,bucketed,history,64,512,10,29,1.8984327018260956,1.936520904302597,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
18,eight_schools_centered,2,bucketed,history,128,512,10,0,1.7657336294651031,1.7855882793664932,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
18,eight_schools_centered,2,bucketed,history,128,512,10,1,1.8076250329613686,1.7466349229216576,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
18,eight_schools_centered,2,bucketed,history,128,512,10,2,1.811738669872284,1.773450218141079,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
18,eight_schools_centered,2,bucketed,history,128,512,10,3,1.8274794220924377,1.8179594054818153,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
18,eight_schools_centered,2,bucketed,history,128,512,10,4,1.8594358712434769,1.880029171705246,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
18,eight_schools_centered,2,bucketed,history,128,512,10,5,1.7968182861804962,1.8707959800958633,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
18,eight_schools_centered,2,bucketed,history,128,512,10,6,1.742927923798561,1.910453736782074,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
18,eight_schools_centered,2,bucketed,history,128,512,10,7,1.7330692261457443,1.8488870412111282,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
18,eight_schools_centered,2,bucketed,history,128,512,10,8,1.7603595182299614,1.88187924772501,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
18,eight_schools_centered,2,bucketed,history,128,512,10,9,1.7581485286355019,1.9863247573375702,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
18,eight_schools_centered,2,bucketed,history,128,512,10,10,1.7205810993909836,1.9622695297002792,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
18,eight_schools_centered,2,bucketed,history,128,512,10,11,1.7658758759498596,1.919852837920189,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
18,eight_schools_centered,2,bucketed,history,128,512,10,12,1.7365431860089302,1.9955989941954613,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
18,eight_schools_centered,2,bucketed,history,128,512,10,13,1.7125175595283508,1.9413076490163803,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
18,eight_schools_centered,2,bucketed,history,128,512,10,14,1.7438078373670578,2.0145072638988495,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
18,eight_schools_centered,2,bucketed,history,128,512,10,15,1.7559031397104263,1.9337414875626564,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
18,eight_schools_centered,2,bucketed,history,128,512,10,16,1.7361736074090004,2.024673119187355,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
18,eight_schools_centered,2,bucketed,history,128,512,10,17,1.721871241927147,1.9804896339774132,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
18,eight_schools_centered,2,bucketed,history,128,512,10,18,1.7142968699336052,2.0089253932237625,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
18,eight_schools_centered,2,bucketed,history,128,512,10,19,1.7189633548259735,1.984504334628582,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
18,eight_schools_centered,2,bucketed,history,128,512,10,20,1.708113931119442,2.3448347449302673,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
18,eight_schools_centered,2,bucketed,history,128,512,10,21,1.757146529853344,2.141814850270748,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
18,eight_schools_centered,2,bucketed,history,128,512,10,22,1.7103854715824127,1.8889077678322792,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
18,eight_schools_centered,2,bucketed,history,128,512,10,23,1.7666553184390068,1.952539972960949,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
18,eight_schools_centered,2,bucketed,history,128,512,10,24,1.7802499830722809,1.8514780476689339,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
18,eight_schools_centered,2,bucketed,history,128,512,10,25,1.7065296545624733,1.9409692585468292,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
18,eight_schools_centered,2,bucketed,history,128,512,10,26,1.8631780371069908,1.927035003900528,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
18,eight_schools_centered,2,bucketed,history,128,512,10,27,1.7774922922253609,1.9740000218153,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
18,eight_schools_centered,2,bucketed,history,128,512,10,28,1.733273170888424,1.875505581498146,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
18,eight_schools_centered,2,bucketed,history,128,512,10,29,1.8075975179672241,1.936520904302597,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
19,eight_schools_centered,2,bucketed,last_depth,64,512,10,0,1.9251691028475761,1.7855882793664932,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
19,eight_schools_centered,2,bucketed,last_depth,64,512,10,1,1.957355573773384,1.7466349229216576,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
19,eight_schools_centered,2,bucketed,last_depth,64,512,10,2,1.957743190228939,1.773450218141079,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
19,eight_schools_centered,2,bucketed,last_depth,64,512,10,3,1.7791283279657364,1.8179594054818153,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
19,eight_schools_centered,2,bucketed,last_depth,64,512,10,4,1.9393443539738655,1.880029171705246,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
19,eight_schools_centered,2,bucketed,last_depth,64,512,10,5,1.8954907730221748,1.8707959800958633,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
19,eight_schools_centered,2,bucketed,last_depth,64,512,10,6,1.8576697334647179,1.910453736782074,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
19,eight_schools_centered,2,bucketed,last_depth,64,512,10,7,1.8105896711349487,1.8488870412111282,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
19,eight_schools_centered,2,bucketed,last_depth,64,512,10,8,1.871485635638237,1.88187924772501,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
19,eight_schools_centered,2,bucketed,last_depth,64,512,10,9,1.8545562773942947,1.9863247573375702,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
19,eight_schools_centered,2,bucketed,last_depth,64,512,10,10,1.9187264144420624,1.9622695297002792,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
19,eight_schools_centered,2,bucketed,last_depth,64,512,10,11,1.857383370399475,1.919852837920189,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
19,eight_schools_centered,2,bucketed,last_depth,64,512,10,12,1.8208440020680428,1.9955989941954613,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
19,eight_schools_centered,2,bucketed,last_depth,64,512,10,13,1.8786156177520752,1.9413076490163803,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
19,eight_schools_centered,2,bucketed,last_depth,64,512,10,14,1.9190972447395325,2.0145072638988495,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
19,eight_schools_centered,2,bucketed,last_depth,64,512,10,15,1.829995408654213,1.9337414875626564,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
19,eight_schools_centered,2,bucketed,last_depth,64,512,10,16,1.9983076304197311,2.024673119187355,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
19,eight_schools_centered,2,bucketed,last_depth,64,512,10,17,1.938635639846325,1.9804896339774132,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
19,eight_schools_centered,2,bucketed,last_depth,64,512,10,18,1.8563143387436867,2.0089253932237625,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
19,eight_schools_centered,2,bucketed,last_depth,64,512,10,19,1.8145480379462242,1.984504334628582,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
19,eight_schools_centered,2,bucketed,last_depth,64,512,10,20,1.8754424750804901,2.3448347449302673,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
19,eight_schools_centered,2,bucketed,last_depth,64,512,10,21,1.8949624076485634,2.141814850270748,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
19,eight_schools_centered,2,bucketed,last_depth,64,512,10,22,1.823472574353218,1.8889077678322792,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
19,eight_schools_centered,2,bucketed,last_depth,64,512,10,23,1.8565158918499947,1.952539972960949,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
19,eight_schools_centered,2,bucketed,last_depth,64,512,10,24,1.9902082607150078,1.8514780476689339,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
19,eight_schools_centered,2,bucketed,last_depth,64,512,10,25,1.9990937933325768,1.9409692585468292,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
19,eight_schools_centered,2,bucketed,last_depth,64,512,10,26,1.9178093075752258,1.927035003900528,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
19,eight_schools_centered,2,bucketed,last_depth,64,512,10,27,2.105076402425766,1.9740000218153,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
19,eight_schools_centered,2,bucketed,last_depth,64,512,10,28,1.939513809978962,1.875505581498146,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
19,eight_schools_centered,2,bucketed,last_depth,64,512,10,29,1.905385248363018,1.936520904302597,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
20,eight_schools_centered,2,bucketed,last_depth,128,512,10,0,1.728422850370407,1.7855882793664932,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
20,eight_schools_centered,2,bucketed,last_depth,128,512,10,1,1.7358378991484642,1.7466349229216576,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
20,eight_schools_centered,2,bucketed,last_depth,128,512,10,2,1.742022193968296,1.773450218141079,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
20,eight_schools_centered,2,bucketed,last_depth,128,512,10,3,1.7339507788419724,1.8179594054818153,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
20,eight_schools_centered,2,bucketed,last_depth,128,512,10,4,1.7179392576217651,1.880029171705246,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
20,eight_schools_centered,2,bucketed,last_depth,128,512,10,5,1.7464952319860458,1.8707959800958633,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
20,eight_schools_centered,2,bucketed,last_depth,128,512,10,6,1.7505085989832878,1.910453736782074,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
20,eight_schools_centered,2,bucketed,last_depth,128,512,10,7,1.7981418743729591,1.8488870412111282,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
20,eight_schools_centered,2,bucketed,last_depth,128,512,10,8,1.7339603304862976,1.88187924772501,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
20,eight_schools_centered,2,bucketed,last_depth,128,512,10,9,1.714612916111946,1.9863247573375702,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
20,eight_schools_centered,2,bucketed,last_depth,128,512,10,10,1.7313459292054176,1.9622695297002792,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
20,eight_schools_centered,2,bucketed,last_depth,128,512,10,11,1.7466558739542961,1.919852837920189,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
20,eight_schools_centered,2,bucketed,last_depth,128,512,10,12,1.7459277510643005,1.9955989941954613,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
20,eight_schools_centered,2,bucketed,last_depth,128,512,10,13,1.7307345643639565,1.9413076490163803,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
20,eight_schools_centered,2,bucketed,last_depth,128,512,10,14,1.720998577773571,2.0145072638988495,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
20,eight_schools_centered,2,bucketed,last_depth,128,512,10,15,1.7174023017287254,1.9337414875626564,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
20,eight_schools_centered,2,bucketed,last_depth,128,512,10,16,1.7083632722496986,2.024673119187355,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
20,eight_schools_centered,2,bucketed,last_depth,128,512,10,17,1.710901327431202,1.9804896339774132,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
20,eight_schools_centered,2,bucketed,last_depth,128,512,10,18,1.7837883532047272,2.0089253932237625,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
20,eight_schools_centered,2,bucketed,last_depth,128,512,10,19,1.7277439311146736,1.984504334628582,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
20,eight_schools_centered,2,bucketed,last_depth,128,512,10,20,1.7329530715942383,2.3448347449302673,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
20,eight_schools_centered,2,bucketed,last_depth,128,512,10,21,1.7382799535989761,2.141814850270748,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
20,eight_schools_centered,2,bucketed,last_depth,128,512,10,22,1.7613910287618637,1.8889077678322792,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
20,eight_schools_centered,2,bucketed,last_depth,128,512,10,23,1.750804640352726,1.952539972960949,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
20,eight_schools_centered,2,bucketed,last_depth,128,512,10,24,1.7298253700137138,1.8514780476689339,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
20,eight_schools_centered,2,bucketed,last_depth,128,512,10,25,1.729260690510273,1.9409692585468292,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
20,eight_schools_centered,2,bucketed,last_depth,128,512,10,26,1.7468608170747757,1.927035003900528,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
20,eight_schools_centered,2,bucketed,last_depth,128,512,10,27,1.7440037801861763,1.9740000218153,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
20,eight_schools_centered,2,bucketed,last_depth,128,512,10,28,1.7368104308843613,1.875505581498146,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
20,eight_schools_centered,2,bucketed,last_depth,128,512,10,29,1.729018472135067,1.936520904302597,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
21,eight_schools_centered,3,monolithic,monolithic,0,512,10,0,1.8407727777957916,1.8407727777957916,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
21,eight_schools_centered,3,monolithic,monolithic,0,512,10,1,1.7265463843941689,1.7265463843941689,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
21,eight_schools_centered,3,monolithic,monolithic,0,512,10,2,1.7308251336216927,1.7308251336216927,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
21,eight_schools_centered,3,monolithic,monolithic,0,512,10,3,1.7076197490096092,1.7076197490096092,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
21,eight_schools_centered,3,monolithic,monolithic,0,512,10,4,1.7412509471178055,1.7412509471178055,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
21,eight_schools_centered,3,monolithic,monolithic,0,512,10,5,1.768554873764515,1.768554873764515,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
21,eight_schools_centered,3,monolithic,monolithic,0,512,10,6,1.7167269885540009,1.7167269885540009,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
21,eight_schools_centered,3,monolithic,monolithic,0,512,10,7,1.7484900653362274,1.7484900653362274,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
21,eight_schools_centered,3,monolithic,monolithic,0,512,10,8,1.7151374071836472,1.7151374071836472,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
21,eight_schools_centered,3,monolithic,monolithic,0,512,10,9,1.7291275262832642,1.7291275262832642,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
21,eight_schools_centered,3,monolithic,monolithic,0,512,10,10,1.7325707748532295,1.7325707748532295,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
21,eight_schools_centered,3,monolithic,monolithic,0,512,10,11,1.712855651974678,1.712855651974678,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
21,eight_schools_centered,3,monolithic,monolithic,0,512,10,12,1.7158256322145462,1.7158256322145462,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
21,eight_schools_centered,3,monolithic,monolithic,0,512,10,13,1.700758457183838,1.700758457183838,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
21,eight_schools_centered,3,monolithic,monolithic,0,512,10,14,1.7608331888914108,1.7608331888914108,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
21,eight_schools_centered,3,monolithic,monolithic,0,512,10,15,1.7454961761832237,1.7454961761832237,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
21,eight_schools_centered,3,monolithic,monolithic,0,512,10,16,1.759600006043911,1.759600006043911,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
21,eight_schools_centered,3,monolithic,monolithic,0,512,10,17,1.7168945372104645,1.7168945372104645,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
21,eight_schools_centered,3,monolithic,monolithic,0,512,10,18,1.721482791006565,1.721482791006565,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
21,eight_schools_centered,3,monolithic,monolithic,0,512,10,19,1.7374819070100784,1.7374819070100784,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
21,eight_schools_centered,3,monolithic,monolithic,0,512,10,20,1.7122586742043495,1.7122586742043495,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
21,eight_schools_centered,3,monolithic,monolithic,0,512,10,21,1.7285852879285812,1.7285852879285812,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
21,eight_schools_centered,3,monolithic,monolithic,0,512,10,22,1.7546630948781967,1.7546630948781967,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
21,eight_schools_centered,3,monolithic,monolithic,0,512,10,23,1.7335695400834084,1.7335695400834084,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
21,eight_schools_centered,3,monolithic,monolithic,0,512,10,24,1.6796450763940811,1.6796450763940811,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
21,eight_schools_centered,3,monolithic,monolithic,0,512,10,25,1.759392112493515,1.759392112493515,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
21,eight_schools_centered,3,monolithic,monolithic,0,512,10,26,1.7298004627227783,1.7298004627227783,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
21,eight_schools_centered,3,monolithic,monolithic,0,512,10,27,1.6829882264137268,1.6829882264137268,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
21,eight_schools_centered,3,monolithic,monolithic,0,512,10,28,1.7642943635582924,1.7642943635582924,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
21,eight_schools_centered,3,monolithic,monolithic,0,512,10,29,1.7653203308582306,1.7653203308582306,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
22,eight_schools_centered,3,bucketed,none,64,512,10,0,1.8645969778299332,1.8407727777957916,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
22,eight_schools_centered,3,bucketed,none,64,512,10,1,1.8621465042233467,1.7265463843941689,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
22,eight_schools_centered,3,bucketed,none,64,512,10,2,1.9433594346046448,1.7308251336216927,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
22,eight_schools_centered,3,bucketed,none,64,512,10,3,2.000680312514305,1.7076197490096092,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
22,eight_schools_centered,3,bucketed,none,64,512,10,4,1.8543728217482567,1.7412509471178055,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
22,eight_schools_centered,3,bucketed,none,64,512,10,5,1.7620948627591133,1.768554873764515,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
22,eight_schools_centered,3,bucketed,none,64,512,10,6,1.839914120733738,1.7167269885540009,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
22,eight_schools_centered,3,bucketed,none,64,512,10,7,1.8083629980683327,1.7484900653362274,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
22,eight_schools_centered,3,bucketed,none,64,512,10,8,1.8431332558393478,1.7151374071836472,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
22,eight_schools_centered,3,bucketed,none,64,512,10,9,1.8528167456388474,1.7291275262832642,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
22,eight_schools_centered,3,bucketed,none,64,512,10,10,1.8899405747652054,1.7325707748532295,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
22,eight_schools_centered,3,bucketed,none,64,512,10,11,1.8466542288661003,1.712855651974678,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
22,eight_schools_centered,3,bucketed,none,64,512,10,12,1.8568046689033508,1.7158256322145462,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
22,eight_schools_centered,3,bucketed,none,64,512,10,13,1.8357258141040802,1.700758457183838,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
22,eight_schools_centered,3,bucketed,none,64,512,10,14,1.826936088502407,1.7608331888914108,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
22,eight_schools_centered,3,bucketed,none,64,512,10,15,1.9249116405844688,1.7454961761832237,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
22,eight_schools_centered,3,bucketed,none,64,512,10,16,1.9791860580444336,1.759600006043911,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
22,eight_schools_centered,3,bucketed,none,64,512,10,17,1.9111227691173553,1.7168945372104645,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
22,eight_schools_centered,3,bucketed,none,64,512,10,18,1.8516568168997765,1.721482791006565,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
22,eight_schools_centered,3,bucketed,none,64,512,10,19,1.8434216603636742,1.7374819070100784,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
22,eight_schools_centered,3,bucketed,none,64,512,10,20,1.8591465204954147,1.7122586742043495,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
22,eight_schools_centered,3,bucketed,none,64,512,10,21,1.761037066578865,1.7285852879285812,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
22,eight_schools_centered,3,bucketed,none,64,512,10,22,1.9011252373456955,1.7546630948781967,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
22,eight_schools_centered,3,bucketed,none,64,512,10,23,1.858648732304573,1.7335695400834084,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
22,eight_schools_centered,3,bucketed,none,64,512,10,24,1.8562047109007835,1.6796450763940811,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
22,eight_schools_centered,3,bucketed,none,64,512,10,25,1.82949560880661,1.759392112493515,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
22,eight_schools_centered,3,bucketed,none,64,512,10,26,1.8218906596302986,1.7298004627227783,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
22,eight_schools_centered,3,bucketed,none,64,512,10,27,1.8429019674658775,1.6829882264137268,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
22,eight_schools_centered,3,bucketed,none,64,512,10,28,1.9466177597641945,1.7642943635582924,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
22,eight_schools_centered,3,bucketed,none,64,512,10,29,1.9231474846601486,1.7653203308582306,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
23,eight_schools_centered,3,bucketed,none,128,512,10,0,1.708711951971054,1.8407727777957916,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
23,eight_schools_centered,3,bucketed,none,128,512,10,1,1.693902313709259,1.7265463843941689,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
23,eight_schools_centered,3,bucketed,none,128,512,10,2,1.6716683879494667,1.7308251336216927,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
23,eight_schools_centered,3,bucketed,none,128,512,10,3,1.7293368726968765,1.7076197490096092,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
23,eight_schools_centered,3,bucketed,none,128,512,10,4,1.8555643558502197,1.7412509471178055,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
23,eight_schools_centered,3,bucketed,none,128,512,10,5,1.8802836760878563,1.768554873764515,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
23,eight_schools_centered,3,bucketed,none,128,512,10,6,1.7601236775517464,1.7167269885540009,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
23,eight_schools_centered,3,bucketed,none,128,512,10,7,1.7387086600065231,1.7484900653362274,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
23,eight_schools_centered,3,bucketed,none,128,512,10,8,1.717439092695713,1.7151374071836472,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
23,eight_schools_centered,3,bucketed,none,128,512,10,9,1.720309354364872,1.7291275262832642,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
23,eight_schools_centered,3,bucketed,none,128,512,10,10,1.8154366537928581,1.7325707748532295,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
23,eight_schools_centered,3,bucketed,none,128,512,10,11,1.9015988260507584,1.712855651974678,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
23,eight_schools_centered,3,bucketed,none,128,512,10,12,1.8765157163143158,1.7158256322145462,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
23,eight_schools_centered,3,bucketed,none,128,512,10,13,1.8185653313994408,1.700758457183838,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
