row_number,model,seed,method,predictor,bucket_size,num_chains,dimension,repeat,method_seconds,monolithic_seconds_same_index,pairing_note
5,funnel,1,monolithic,monolithic,0,128,4,29,0.4387856498360634,0.4387856498360634,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
6,funnel,1,bucketed,history,64,128,4,0,0.5548826903104782,0.4413842484354973,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
6,funnel,1,bucketed,history,64,128,4,1,0.5286921337246895,0.4195825606584549,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
6,funnel,1,bucketed,history,64,128,4,2,0.541409932076931,0.42048612982034683,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
6,funnel,1,bucketed,history,64,128,4,3,0.606110118329525,0.37986578792333603,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
6,funnel,1,bucketed,history,64,128,4,4,0.5158214867115021,0.42153624445199966,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
6,funnel,1,bucketed,history,64,128,4,5,0.46803057193756104,0.4822574555873871,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
6,funnel,1,bucketed,history,64,128,4,6,0.5060166344046593,0.43351960927248,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
6,funnel,1,bucketed,history,64,128,4,7,0.4319463446736336,0.4685361608862877,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
6,funnel,1,bucketed,history,64,128,4,8,0.5603750646114349,0.44139494746923447,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
6,funnel,1,bucketed,history,64,128,4,9,0.4462876319885254,0.4111144319176674,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
